profile_gender,profile_age,work_country,work_province,profile_studies_level,profile_studies_level_state,profile_career,profile_university,work_role,salary_monthly_BRUTO,salary_monthly_NETO,salary_in_usd,salary_satisfaction,salary_comparison_last_semester,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment_2020,salary_percentage_inflation_adjustment_2020,salary_month_last_inflation_adjustment,profile_sexual_orientation,profile_has_disabilities_hiring_difficulties,company_employee_number,company_main_activity,company_extra_benefits,company_best_companies_city
Hombre,34,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Licenciatura en Informática,UAI - Universidad Abierta Interamericana,Infosec,106000,80000,,2,1,De uno a tres sueldos,Mix de las anteriores,No,0,0,Heterosexual,No,5001-10000,Otras industrias,"Abono de celular, Capacitaciones y/o cursos, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc)","Ualá, ML"
Hombre,33,Argentina,GBA,Secundario,Completado,,,HelpDesk,47000,44500,,4,3,No,No recibo bono,No,0,0,Heterosexual,,101-200,Otras industrias,Horarios flexibles,
Hombre,26,Argentina,GBA,Secundario,Completado,,,HelpDesk,61000,48000,,3,3,No,No recibo bono,Tres,17,7,Heterosexual,,10001+,Servicios / Consultoría de Software / Digital,"Abono de celular, Capacitaciones y/o cursos, Clases de idiomas, Estacionamiento gratuito / subvencionado, Lactario en la oficina",
Hombre,38,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Licenciatura en Sistemas de Información,UK - Universidad Kennedy,Technical Leader,150000,100000,,2,2,Un sueldo,Performance individual,No,0,0,,,2001-5000,Otras industrias,"Abono de celular, Clases de idiomas, Cuota para universidad / posgrados, Horarios flexibles",
Hombre,24,Argentina,Ciudad Autónoma de Buenos Aires,Secundario,Completado,,,Developer,118000,93000,Mi sueldo está dolarizado,3,4,No,No recibo bono,No,0,0,Heterosexual,No,51-100,Producto basado en Software,"Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), 4 dias de homeoffice (antes de la pandemia)",
Hombre,31,Argentina,Entre Ríos,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Developer,300000,300000,Mi sueldo está dolarizado,4,4,Un sueldo,Mix de las anteriores,No,0,0,Heterosexual,No,51-100,Producto basado en Software,"Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,29,Argentina,Misiones,Universitario,Completado,Ingeniería en Informática,UGD - Universidad Gaston Dachary,Technical Leader,60240.96,50000,,2,2,No,No recibo bono,No,0,0,Heterosexual,,101-200,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Horarios flexibles, Licencia de paternidad/maternidad extendida, Viáticos",
Hombre,38,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Incompleto,Diseño Gráfico,nueva escuela,UX,99000,78000,,1,2,No,No recibo bono,No,0,0,¿Qué les importa?,,51-100,Producto basado en Software,"Clases de idiomas, Horarios flexibles",
Mujer,29,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Incompleto,Analista de Sistemas,ORT,Ux User Research Analyst,100625,74989,,4,4,De uno a tres sueldos,Performance grupal,No,0,0,Bisexual o queer,,5001-10000,Producto basado en Software,"Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Lactario en la oficina, Licencia de paternidad/maternidad extendida",
Hombre,40,Argentina,Ciudad Autónoma de Buenos Aires,Posgrado,Incompleto,Licenciatura en Relaciones del Trabajo,UBA - Universidad de Buenos Aires,BI Analyst / Data Analyst,40000,34500,,4,3,No,No recibo bono,Uno,5,1,Heterosexual,,51-100,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)","Data IQ, Rocking Data"
Hombre,24,Argentina,Santa Fe,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Developer,50000,48000,,2,3,No,No recibo bono,Uno,35,3,Heterosexual,No,51-100,Producto basado en Software,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles",
Hombre,40,Argentina,GBA,Terciario,En curso,Analista de Sistemas,IRSO,Architect,149000,106000,,3,3,No,No recibo bono,No,15,6,Heterosexual,,101-200,Producto basado en Software,Ninguna de las anteriores,
Hombre,29,Argentina,Provincia de Buenos Aires,Universitario,Incompleto,Analista Programador Universitario,UTN - Universidad Tecnológica Nacional,Developer,125000,95000,,3,3,No,No recibo bono,Dos,25,4,Heterosexual,No,201-500,Servicios / Consultoría de Software / Digital,"Clases de idiomas, Comidas pagas / subvencionadas, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",
Hombre,34,Argentina,Córdoba,Universitario,Incompleto,Analista de Sistemas,IUA - Instituto Universitario Aeronáutico,SysAdmin / DevOps / SRE,150000,125000,,3,4,No,No recibo bono,No,0,0,Heterosexual,,Nov-50,Servicios / Consultoría de Software / Digital,Clases de idiomas,
Hombre,34,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Ingeniería en Informática,UNLP - Universidad Nacional de La Plata,SysAdmin / DevOps / SRE,52000,42000,,1,1,No,No recibo bono,No,0,0,Heterosexual,,51-100,Servicios / Consultoría de Software / Digital,Ninguna de las anteriores,
Hombre,25,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Ingeniería en Computación,UBA - Universidad de Buenos Aires,Developer,190000,120000,,3,3,Un sueldo,Mix de las anteriores,Tres,30,6,Heterosexual,,5001-10000,Producto basado en Software,"Clases de idiomas, Cuota para universidad / posgrados, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,22,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Licenciatura en Sistemas de Información,UADE - Universidad Argentina De la Empresa,Developer,50000,41500,,2,2,No,No recibo bono,No,0,0,Heterosexual,,101-200,Servicios / Consultoría de Software / Digital,Horarios flexibles,"Banco Santander rio, Banco Galicia, Mercadolibre "
Hombre,30,Argentina,Ciudad Autónoma de Buenos Aires,Secundario,En curso,,,Developer,140000,102000,,3,2,No,No recibo bono,Dos,50,7,Heterosexual,Sí,501-1000,Otras industrias,Ninguna de las anteriores,
Hombre,26,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Completado,Analista Programador,ISTEA - Instituto Superior Tecnológico Empresarial Argentino,Developer,38000,34000,,1,1,No,No recibo bono,No,0,0,Heterosexual,,Nov-50,Otras industrias,Ninguna de las anteriores,
Hombre,29,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Developer,280000,280000,Mi sueldo está dolarizado,3,3,No,No recibo bono,No,0,0,Heterosexual,,101-200,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",
Hombre,28,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Licenciatura en Sistemas de Información,UAP - Universidad Adventista del Plata,Developer,65000,55000,,2,2,No,No recibo bono,Uno,15,3,Heterosexual,,Nov-50,Servicios / Consultoría de Software / Digital,"Horarios flexibles, Stock options / RSUs",
Hombre,35,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Networking,73000,65000,,3,2,Menos de un sueldo,Premio,No,0,0,Heterosexual,No,51-100,Servicios / Consultoría de Software / Digital,"Abono de celular, Capacitaciones y/o cursos, Horarios flexibles",
Hombre,43,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Completado,Analista de Sistemas,Universitas Estudios Superiores,Developer,100000,85000,,3,3,No,No recibo bono,No,0,0,Heterosexual,No,01-Oct,Producto basado en Software,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",
Hombre,37,Argentina,Ciudad Autónoma de Buenos Aires,Secundario,Incompleto,Analista de Sistemas,,SysAdmin / DevOps / SRE,240000,199000,,3,2,Menos de un sueldo,Performance individual,No,0,0,Heterosexual,,101-200,Servicios / Consultoría de Software / Digital,"Abono de celular, Vacaciones flexibles (adicionales a las reglamentarias)",
Mujer,32,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Incompleto,-,UBA - Universidad de Buenos Aires,Developer,140000,140000,Mi sueldo está dolarizado,4,4,No,No recibo bono,No,0,0,Heterosexual,,01-Oct,Servicios / Consultoría de Software / Digital,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Mujer,31,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Completado,Tecnicatura Superior en Programación,UTN - Universidad Tecnológica Nacional,Developer,124000,92500,,2,2,No,No recibo bono,No,0,4,Heterosexual,,201-500,Producto basado en Software,"Capacitaciones y/o cursos, Clases de gimnasia online, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc)",
Hombre,20,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Developer,54000,43000,,3,2,No,No recibo bono,Uno,14,1,Bisexual o queer,No,51-100,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,20,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,Developer,35929,29822,,3,2,No,No recibo bono,No,0,2,Heterosexual,No,01-Oct,Producto basado en Software,Horarios flexibles,
Hombre,29,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Ingeniería Electrónica,UTN - Universidad Tecnológica Nacional,Developer,150000,117000,,4,2,No,No recibo bono,No,0,0,Heterosexual,No,Nov-50,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",Steplix
Hombre,29,Argentina,Provincia de Buenos Aires,Terciario,Incompleto,Analista de Sistemas,UTN - Universidad Tecnológica Nacional,SysAdmin / DevOps / SRE,41000,35500,,2,2,No,No recibo bono,No,0,0,Heterosexual,No,201-500,Otras industrias,Comidas pagas / subvencionadas,No hay ninguna en mi ciudad
Hombre,32,Argentina,GBA,Universitario,En curso,Licenciatura en Informática,Universidad Nacional del Oeste,DBA,33000,27,,1,1,Menos de un sueldo,Bonos para todo el sector publico nacional,No,0,0,Heterosexual,,10001+,Otras industrias,"Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad / posgrados, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos, 7 horas de trabajo, 8 si tenes titulo de grado, gran ambiente laboral",
Hombre,38,Argentina,Ciudad Autónoma de Buenos Aires,Secundario,Completado,Diseño Gráfico,,Designer,84762,68768.51,,3,2,No,No recibo bono,Uno,14,5,Homosexual,,51-100,Servicios / Consultoría de Software / Digital,"Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",No lo se
Mujer,33,Argentina,GBA,Universitario,Incompleto,Licenciatura en Análisis de Sistemas,UBA - Universidad de Buenos Aires,Business Analyst,80000,67,,1,1,No,No recibo bono,No,0,0,Heterosexual,,201-500,Servicios / Consultoría de Software / Digital,Clases de idiomas,
Hombre,30,Argentina,Chaco,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Developer,17000,14000,,1,2,No,No recibo bono,No,0,0,¿Qué les importa?,,Nov-50,Servicios / Consultoría de Software / Digital,Horarios flexibles,
Hombre,24,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Developer,110000,80000,Mi sueldo está dolarizado,3,3,No,No recibo bono,Más de tres,20,7,Heterosexual,,201-500,Servicios / Consultoría de Software / Digital,"Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,19,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Developer,49000,49000,,3,3,No,No recibo bono,Uno,4,4,Heterosexual,,101-200,Servicios / Consultoría de Software / Digital,Horarios flexibles,
Hombre,37,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,En curso,Analista de Sistemas,ORT,Jefe de infraestructura ,130000,95,,2,2,De uno a tres sueldos,Performance de la compañía,Uno,18,5,¿Qué les importa?,No,201-500,Servicios / Consultoría de Software / Digital,Abono de celular,Google despegar mercadolibre
Hombre,27,Argentina,GBA,Universitario,Incompleto,Analista de Sistemas,UNLA - Universidad Nacional de Lanús,Developer,52452,51209,,2,1,No,No recibo bono,No,0,0,Heterosexual,No,501-1000,Servicios / Consultoría de Software / Digital,Ninguna de las anteriores,globant
Hombre,29,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,En curso,Ingeniería en Computación,UNTREF,Developer,56000,47000,,2,2,No,No recibo bono,Uno,7,6,Heterosexual,No,101-200,Servicios / Consultoría de Software / Digital,Horarios flexibles,
Hombre,29,Argentina,Ciudad Autónoma de Buenos Aires,Secundario,Completado,,,QA / Tester,45000,39000,,1,1,No,No recibo bono,Uno,5,4,Heterosexual,,101-200,Servicios / Consultoría de Software / Digital,Capacitaciones y/o cursos,
Hombre,31,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Completado,Tecnicatura en Programación,UTN - Universidad Tecnológica Nacional,Developer,74000,60963,,1,1,No,No recibo bono,No,0,0,Heterosexual,Sí,201-500,Otras industrias,Clases de idiomas,Mercadolibre
Hombre,47,Argentina,Ciudad Autónoma de Buenos Aires,Secundario,Completado,,,Networking,90000,70000,,1,2,No,No recibo bono,No,0,0,Heterosexual,No,51-100,Otras industrias,"Abono de celular, Horarios flexibles",
Mujer,24,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,Incompleto,Tecnicatura Superior en Programación,UNSAM - Universidad de San Martín,Developer,101500,75700,,4,4,De uno a tres sueldos,Mix de las anteriores,Dos,10,6,Homosexual,,2001-5000,Producto basado en Software,"Clases de idiomas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles",
Mujer,27,Argentina,Ciudad Autónoma de Buenos Aires,Posgrado,En curso,Lic. en Ciencias Geologicas,UBA - Universidad de Buenos Aires,Project Manager,145000,100000,Mi sueldo está dolarizado,3,3,Un sueldo,Mix de las anteriores,No,0,0,Homosexual,No,51-100,Producto basado en Software,"Abono de celular, Clases de idiomas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia de paternidad/maternidad extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)","ASAPP, Medallia, Onapsis, Auth0"
Hombre,31,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,SysAdmin / DevOps / SRE,83000,70000,,2,1,No,No recibo bono,Uno,8,3,Heterosexual,No,201-500,Otras industrias,Ninguna de las anteriores,No lo sé. CloudX está buena.
Hombre,29,Argentina,Ciudad Autónoma de Buenos Aires,Posgrado,Completado,Licenciatura en Administración,UdeMM - Universidad de la Marina Mercante,Project Manager,151000,100000,,3,3,Menos de un sueldo,Mix de las anteriores,Dos,12,4,Heterosexual,No,2001-5000,Servicios / Consultoría de Software / Digital,"Abono de celular, Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Stock options / RSUs, Sueldo divido en dos pagos por mes",
Hombre,29,Argentina,Ciudad Autónoma de Buenos Aires,Universitario,En curso,Licenciatura en Informática,UNO - Universidad Nacional del Oeste,Developer,58000,48000,,3,2,Menos de un sueldo,Performance de la compañía,No,0,0,Heterosexual,,201-500,Servicios / Consultoría de Software / Digital,"Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles",
Hombre,45,Argentina,Ciudad Autónoma de Buenos Aires,Posgrado,Incompleto,Ingeniería Electrónica,UBA - Universidad de Buenos Aires,Scrum Master,350000,220000,Mi sueldo está dolarizado,3,3,Un sueldo,Performance de la compañía,No,0,0,Heterosexual,No,501-1000,Producto basado en Software,"Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Stock options / RSUs",
Hombre,30,Argentina,GBA,Terciario,En curso,Analista de Sistemas,IRSO,Project Manager,134000,99000,,2,2,No,No recibo bono,Uno,10,3,Heterosexual,,10001+,Otras industrias,"Abono de celular, Capacitaciones y/o cursos, Horarios flexibles, Licencia de paternidad/maternidad extendida",
Hombre,39,Argentina,Ciudad Autónoma de Buenos Aires,Terciario,Completado,Analista de Sistemas,Orsino ,SysAdmin / DevOps / SRE,123000,,,2,2,Menos de un sueldo,Mix de las anteriores,Dos,30,5,Heterosexual,No,101-200,Otras industrias,"Abono de celular, Horarios flexibles",
Hombre,26,Argentina,GBA,Universitario,Completado,Biologia,UBA - Universidad de Buenos Aires,Developer,77000,71000,,4,3,No,No recibo bono,Uno,7,7,Heterosexual,,201-500,Servicios / Consultoría de Software / Digital,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",
